,zipcode,population,pop_density_sq_mile,housing_units,median_home_price,land_area_sq_mile,water_area_sq_mile,occupied_housing_units,median_household_income,median_age,race_per_white,race_per_black_or_aframr,race_per_native_american,race_per_asian,race_per_pacific_islander,race_per_other,race_per_two_or_more,housing_per_owned_w_mortgage,housing_per_owned_free_clear,housing_per_renter_occupied,housing_per_vacant,vacant_per_for_rent,vacant_per_rented_unoccupied,vacant_per_for_sale,vacant_per_sold_unoccupied,vacant_per_seasonal_recreational,vacant_per_migrant_workers,vacant_per_others,edu_per_less_than_hs,edu_per_hs,edu_per_associates,edu_per_bachelors,edu_per_masters,edu_per_professional,edu_per_phd,child_edu_per_enrolled_public,child_edu_per_enrolled_private,child_edu_per_not_enrolled
55,80241,"31,746","4,808","11,638","$232,500",6.60,0.25,"11,270","$81,423",34,84.6&percnt,1.7&percnt,0.9&percnt,3.9&percnt,0.1&percnt,5.2&percnt,3.7&percnt,66&percnt,7&percnt,24&percnt,3&percnt,34&percnt,2&percnt,32&percnt,4&percnt,6&percnt,0&percnt,21&percnt,7.0&percnt,50.2&percnt,10.1&percnt,22.2&percnt,8.3&percnt,1.4&percnt,0.8&percnt,77.3&percnt,13.1&percnt,9.6&percnt
56,80226,"30,930","3,839","13,656","$227,900",8.06,0.06,"12,817","$53,081",36,78.6&percnt,1.7&percnt,1.4&percnt,2.8&percnt,0.1&percnt,12.0&percnt,3.5&percnt,39&percnt,15&percnt,40&percnt,6&percnt,43&percnt,4&percnt,21&percnt,4&percnt,8&percnt,0&percnt,20&percnt,10.5&percnt,48.9&percnt,8.3&percnt,22.4&percnt,7.9&percnt,1.3&percnt,0.7&percnt,82.7&percnt,6.9&percnt,10.4&percnt
57,80138,"29,786",471,"10,781","$340,500",63.22,0.07,"10,401","$99,316",38,92.7&percnt,1.3&percnt,0.5&percnt,1.8&percnt,0.1&percnt,1.3&percnt,2.3&percnt,71&percnt,9&percnt,17&percnt,4&percnt,27&percnt,1&percnt,36&percnt,7&percnt,9&percnt,0&percnt,19&percnt,2&percnt,40&percnt,10&percnt,34&percnt,10&percnt,2&percnt,1&percnt,83.6&percnt,11.0&percnt,5.4&percnt
58,80111,"28,948","2,688","12,511","$456,300",10.77,0.00,"11,663","$93,241",40,84.4&percnt,1.8&percnt,0.3&percnt,9.0&percnt,0.0&percnt,1.9&percnt,2.5&percnt,49&percnt,13&percnt,32&percnt,7&percnt,30&percnt,5&percnt,28&percnt,4&percnt,16&percnt,0&percnt,17&percnt,2&percnt,25&percnt,5&percnt,39&percnt,20&percnt,7&percnt,2&percnt,85.9&percnt,8.2&percnt,5.9&percnt
59,80122,"29,783","4,220","12,412","$276,500",7.06,0.02,"11,861","$78,722",44,93.2&percnt,1.0&percnt,0.4&percnt,2.1&percnt,0.1&percnt,1.1&percnt,2.1&percnt,62&percnt,19&percnt,14&percnt,4&percnt,44&percnt,1&percnt,22&percnt,4&percnt,9&percnt,0&percnt,20&percnt,3&percnt,37&percnt,7&percnt,36&percnt,13&percnt,3&percnt,1&percnt,81.1&percnt,13.5&percnt,5.4&percnt
60,80236,"16,123","5,018","6,142","$217,000",3.21,0.00,"5,818","$47,018",35,68.9&percnt,2.4&percnt,1.5&percnt,5.6&percnt,0.2&percnt,17.5&percnt,3.9&percnt,41&percnt,16&percnt,37&percnt,5&percnt,55&percnt,1&percnt,19&percnt,3&percnt,4&percnt,0&percnt,18&percnt,19.6&percnt,51.8&percnt,7.9&percnt,14.2&percnt,5.7&percnt,0.4&percnt,0.4&percnt,81.1&percnt,8.1&percnt,10.8&percnt
61,80224,"17,256","5,486","8,570","$264,600",3.15,0.00,"8,092","$45,107",42,72.0&percnt,13.3&percnt,0.7&percnt,4.6&percnt,0.1&percnt,5.7&percnt,3.6&percnt,36&percnt,17&percnt,41&percnt,6&percnt,50.0&percnt,1.7&percnt,18.0&percnt,4.2&percnt,8.2&percnt,0.2&percnt,17.8&percnt,6&percnt,41&percnt,7&percnt,28&percnt,13&percnt,4&percnt,2&percnt,55.4&percnt,35.7&percnt,8.9&percnt
62,80908,"13,827",145,"5,129","$392,500",95.37,0.06,"4,882","$101,831",45,92.7&percnt,1.3&percnt,0.5&percnt,1.8&percnt,0.1&percnt,1.2&percnt,2.5&percnt,70&percnt,17&percnt,8&percnt,5&percnt,6&percnt,3&percnt,37&percnt,6&percnt,17&percnt,0&percnt,31&percnt,2&percnt,40&percnt,7&percnt,31&percnt,15&percnt,2&percnt,2&percnt,78.4&percnt,18.5&percnt,3.1&percnt
63,80751,"18,857",40,"7,113","$120,700",469.75,4.21,"6,466","$38,946",37,87.6&percnt,4.7&percnt,1.3&percnt,0.6&percnt,0.1&percnt,4.1&percnt,1.5&percnt,37&percnt,23&percnt,31&percnt,9&percnt,40.0&percnt,1.1&percnt,16.8&percnt,2.0&percnt,5.1&percnt,0.2&percnt,34.8&percnt,12&percnt,59&percnt,13&percnt,9&percnt,4&percnt,1&percnt,1&percnt,85.3&percnt,4.1&percnt,10.6&percnt
64,80487,"16,745",23,"12,300","$508,700",731.08,1.70,"7,019","$64,975",39,95.0&percnt,0.5&percnt,0.4&percnt,0.7&percnt,0.1&percnt,2.0&percnt,1.4&percnt,30&percnt,10&percnt,18&percnt,43&percnt,11.1&percnt,0.4&percnt,4.9&percnt,0.8&percnt,79.3&percnt,0.6&percnt,2.9&percnt,2&percnt,35&percnt,8&percnt,39&percnt,11&percnt,4&percnt,1&percnt,84.2&percnt,8.3&percnt,7.6&percnt
65,81623,"15,235",34,"6,417","$477,800",444.99,0.60,"5,473","$62,955",37,79.6&percnt,0.7&percnt,0.7&percnt,0.9&percnt,0.1&percnt,15.7&percnt,2.4&percnt,47&percnt,13&percnt,26&percnt,15&percnt,14.4&percnt,0.5&percnt,17.2&percnt,1.2&percnt,60.8&percnt,0.2&percnt,5.7&percnt,15.4&percnt,35.7&percnt,7.6&percnt,28.6&percnt,8.6&percnt,3.6&percnt,0.5&percnt,79&percnt,11&percnt,10&percnt
66,80305,"16,874","2,334","7,314","$469,000",7.23,0.05,"7,107","$80,476",35,90.7&percnt,0.7&percnt,0.4&percnt,4.1&percnt,0.1&percnt,1.2&percnt,2.9&percnt,43&percnt,18&percnt,36&percnt,3&percnt,26.6&percnt,2.4&percnt,17.4&percnt,6.3&percnt,24.6&percnt,0.5&percnt,22.2&percnt,1&percnt,16&percnt,4&percnt,34&percnt,26&percnt,6&percnt,13&percnt,84.3&percnt,8.5&percnt,7.2&percnt
67,80534,"11,301",233,"4,175","$223,100",48.45,0.48,"3,936","$72,772",35,89.8&percnt,0.4&percnt,0.7&percnt,0.8&percnt,0.0&percnt,6.0&percnt,2.4&percnt,67&percnt,12&percnt,15&percnt,6&percnt,13&percnt,1&percnt,43&percnt,6&percnt,5&percnt,0&percnt,32&percnt,7.4&percnt,59.5&percnt,7.7&percnt,17.9&percnt,6.3&percnt,0.7&percnt,0.5&percnt,90.1&percnt,5.8&percnt,4.1&percnt
68,81521,"15,397",104,"6,140","$215,700",147.69,1.96,"5,725","$53,537",36,91.2&percnt,0.5&percnt,0.9&percnt,0.6&percnt,0.2&percnt,4.2&percnt,2.4&percnt,56&percnt,16&percnt,21&percnt,7&percnt,21.2&percnt,0.7&percnt,30.1&percnt,2.7&percnt,18.1&percnt,0.0&percnt,27.2&percnt,11.4&percnt,48.7&percnt,12.8&percnt,16.4&percnt,8.4&percnt,1.7&percnt,0.5&percnt,77.4&percnt,9.4&percnt,13.2&percnt
69,80903,"15,057","3,113","7,479","$183,500",4.84,0.00,"6,741","$33,091",32,80.6&percnt,7.5&percnt,1.2&percnt,1.5&percnt,0.1&percnt,4.2&percnt,4.9&percnt,29&percnt,8&percnt,54&percnt,10&percnt,49&percnt,2&percnt,12&percnt,2&percnt,5&percnt,1&percnt,30&percnt,9&percnt,50&percnt,8&percnt,18&percnt,11&percnt,2&percnt,2&percnt,75.8&percnt,8.8&percnt,15.4&percnt
70,80905,"16,254","3,277","8,378","$173,200",4.96,0.00,"7,619","$37,715",38,78.2&percnt,4.9&percnt,1.3&percnt,2.2&percnt,0.4&percnt,7.6&percnt,5.3&percnt,31&percnt,10&percnt,49&percnt,9&percnt,47&percnt,2&percnt,14&percnt,3&percnt,8&percnt,4&percnt,23&percnt,12&percnt,53&percnt,8&percnt,17&percnt,7&percnt,2&percnt,1&percnt,86.3&percnt,2.4&percnt,11.3&percnt
71,80465,"15,147",336,"6,045","$262,300",45.13,0.58,"5,768","$85,482",42,93.2&percnt,0.6&percnt,0.7&percnt,1.5&percnt,0.1&percnt,1.9&percnt,2.0&percnt,69&percnt,14&percnt,12&percnt,5&percnt,8&percnt,3&percnt,27&percnt,7&percnt,29&percnt,0&percnt,26&percnt,5&percnt,44&percnt,8&percnt,26&percnt,12&percnt,3&percnt,2&percnt,82.6&percnt,10.5&percnt,6.9&percnt
72,80701,"16,042",26,"6,180","$138,600",607.63,2.32,"5,718","$44,729",34,74.9&percnt,4.5&percnt,0.8&percnt,0.6&percnt,0.2&percnt,16.3&percnt,2.6&percnt,38&percnt,21&percnt,33&percnt,7&percnt,38&percnt,2&percnt,18&percnt,1&percnt,10&percnt,1&percnt,31&percnt,22.8&percnt,55.0&percnt,6.8&percnt,8.8&percnt,4.8&percnt,1.4&percnt,0.4&percnt,87.3&percnt,1.9&percnt,10.8&percnt
73,81503,"15,250",435,"6,254","$193,700",35.09,0.42,"5,948","$44,405",37,88.7&percnt,0.8&percnt,1.4&percnt,0.6&percnt,0.1&percnt,5.5&percnt,2.9&percnt,54&percnt,17&percnt,24&percnt,5&percnt,23&percnt,4&percnt,27&percnt,5&percnt,7&percnt,0&percnt,34&percnt,11.7&percnt,61.4&percnt,7.2&percnt,14.1&percnt,4.3&percnt,0.7&percnt,0.6&percnt,77.1&percnt,8.2&percnt,14.7&percnt
74,81601,"15,442",45,"6,408","$428,300",345.31,1.40,"5,785","$58,954",35,81.9&percnt,0.9&percnt,0.9&percnt,0.8&percnt,0.1&percnt,12.8&percnt,2.6&percnt,41&percnt,13&percnt,36&percnt,10&percnt,32.4&percnt,0.6&percnt,11.6&percnt,1.0&percnt,36.1&percnt,0.3&percnt,18.0&percnt,13.4&percnt,44.9&percnt,7.3&percnt,23.7&percnt,7.8&percnt,2.2&percnt,0.6&percnt,70.3&percnt,10.9&percnt,18.9&percnt
75,80202,"10,148","9,062","8,399","$364,800",1.12,0.00,"6,761","$68,707",32,84.6&percnt,4.8&percnt,0.7&percnt,5.0&percnt,0.1&percnt,1.9&percnt,2.9&percnt,17&percnt,4&percnt,59&percnt,20&percnt,26&percnt,2&percnt,40&percnt,2&percnt,28&percnt,0&percnt,2&percnt,3&percnt,22&percnt,6&percnt,42&percnt,18&percnt,8&percnt,2&percnt,68.7&percnt,31.3&percnt,0.0&percnt
76,81101,"14,675",36,"6,133","$137,400",409.37,0.62,"5,668","$33,620",32,74.0&percnt,1.2&percnt,2.9&percnt,1.0&percnt,0.1&percnt,16.4&percnt,4.4&percnt,36&percnt,19&percnt,37&percnt,8&percnt,30&percnt,2&percnt,11&percnt,6&percnt,20&percnt,1&percnt,29&percnt,16&percnt,54&percnt,6&percnt,11&percnt,10&percnt,2&percnt,1&percnt,83&percnt,7&percnt,10&percnt
77,81321,"14,459",34,"6,486","$167,200",421.22,0.44,"5,937","$41,371",41,81.6&percnt,0.3&percnt,10.1&percnt,0.7&percnt,0.0&percnt,4.3&percnt,3.1&percnt,38&percnt,26&percnt,28&percnt,8&percnt,24.2&percnt,1.6&percnt,18.2&percnt,3.3&percnt,22.2&percnt,0.2&percnt,30.2&percnt,11.0&percnt,57.3&percnt,8.0&percnt,13.7&percnt,7.6&percnt,1.8&percnt,0.6&percnt,78.7&percnt,8.1&percnt,13.2&percnt
78,81003,"14,939","1,861","6,401","$89,100",8.03,0.27,"5,765","$28,273",35,70.8&percnt,3.6&percnt,3.3&percnt,0.6&percnt,0.2&percnt,16.9&percnt,4.7&percnt,30&percnt,12&percnt,48&percnt,10&percnt,45.3&percnt,0.6&percnt,14.2&percnt,3.0&percnt,5.2&percnt,0.3&percnt,31.4&percnt,20.9&percnt,53.9&percnt,11.0&percnt,10.5&percnt,2.9&percnt,0.4&percnt,0.3&percnt,79.3&percnt,7.5&percnt,13.1&percnt
79,81416,"13,874",41,"5,666","$173,900",336.76,1.97,"5,214","$41,718",39,83.9&percnt,0.8&percnt,1.1&percnt,0.6&percnt,0.0&percnt,10.7&percnt,2.9&percnt,42&percnt,23&percnt,27&percnt,8&percnt,30&percnt,2&percnt,17&percnt,4&percnt,11&percnt,1&percnt,36&percnt,17&percnt,58&percnt,8&percnt,11&percnt,4&percnt,1&percnt,0&percnt,83.8&percnt,5.1&percnt,11.1&percnt
80,81520,"13,447",651,"5,359","$134,700",20.66,0.10,"5,040","$36,558",31,84.3&percnt,0.8&percnt,1.5&percnt,0.5&percnt,0.1&percnt,9.3&percnt,3.5&percnt,44&percnt,18&percnt,32&percnt,6&percnt,47.3&percnt,0.6&percnt,23.2&percnt,4.1&percnt,4.4&percnt,0.0&percnt,20.4&percnt,18.6&percnt,63.7&percnt,6.0&percnt,8.6&percnt,2.4&percnt,0.6&percnt,0.1&percnt,79.2&percnt,1.5&percnt,19.3&percnt
81,80603,"11,973",149,"4,401","$188,000",80.35,3.43,"4,127","$70,232",34,80.7&percnt,1.3&percnt,1.1&percnt,1.4&percnt,0.2&percnt,12.2&percnt,3.2&percnt,70&percnt,11&percnt,13&percnt,6&percnt,7.7&percnt,0.4&percnt,38.3&percnt,5.8&percnt,3.3&percnt,0.4&percnt,44.2&percnt,13&percnt,55&percnt,9&percnt,17&percnt,4&percnt,1&percnt,0&percnt,73.3&percnt,13.4&percnt,13.3&percnt
82,81650,"13,006",14,"4,980","$255,100",929.45,1.49,"4,462","$52,272",32,80.9&percnt,0.6&percnt,1.2&percnt,0.5&percnt,0.1&percnt,13.7&percnt,3.0&percnt,45&percnt,11&percnt,34&percnt,10&percnt,56.2&percnt,2.3&percnt,16.2&percnt,2.3&percnt,9.7&percnt,0.6&percnt,12.7&percnt,19.0&percnt,61.2&percnt,6.1&percnt,9.9&percnt,3.3&percnt,0.0&percnt,0.5&percnt,72.5&percnt,13.2&percnt,14.3&percnt
83,80007,"7,262",283,"2,640","$455,500",25.66,0.63,"2,567","$120,202",44,95.4&percnt,0.3&percnt,0.3&percnt,1.6&percnt,0.0&percnt,1.0&percnt,1.3&percnt,76&percnt,17&percnt,4&percnt,3&percnt,7&percnt,1&percnt,53&percnt,1&percnt,26&percnt,0&percnt,11&percnt,2&percnt,30&percnt,8&percnt,36&percnt,15&percnt,4&percnt,4&percnt,80.7&percnt,15.2&percnt,4.1&percnt
84,80216,"10,924","1,041","3,385","$121,400",10.50,0.08,"3,100","$31,711",27,55.2&percnt,5.5&percnt,2.1&percnt,0.6&percnt,0.1&percnt,31.5&percnt,5.1&percnt,28&percnt,12&percnt,52&percnt,8&percnt,34&percnt,2&percnt,16&percnt,7&percnt,2&percnt,0&percnt,38&percnt,43.6&percnt,39.9&percnt,3.7&percnt,10.7&percnt,1.5&percnt,0.2&percnt,0.3&percnt,86&percnt,4&percnt,10&percnt
85,80107,"12,042",77,"4,474","$343,800",155.88,0.00,"4,290","$85,141",43,94.6&percnt,0.5&percnt,0.7&percnt,0.7&percnt,0.1&percnt,1.3&percnt,2.0&percnt,75&percnt,10&percnt,10&percnt,4&percnt,9&percnt,1&percnt,41&percnt,7&percnt,13&percnt,0&percnt,29&percnt,3&percnt,56&percnt,11&percnt,20&percnt,6&percnt,1&percnt,2&percnt,81.5&percnt,11.8&percnt,6.8&percnt
86,80246,"12,875","7,460","7,840","$267,800",1.73,0.00,"7,041","$39,463",32,73.1&percnt,8.0&percnt,1.0&percnt,4.8&percnt,0.1&percnt,8.7&percnt,4.3&percnt,15&percnt,5&percnt,70&percnt,10&percnt,74.5&percnt,2.8&percnt,5.8&percnt,1.0&percnt,4.9&percnt,0.1&percnt,11.0&percnt,9&percnt,36&percnt,5&percnt,29&percnt,14&percnt,5&percnt,2&percnt,65&percnt,20&percnt,15&percnt
87,80018,"9,206",347,"3,263","$259,500",26.54,0.00,"3,080","$95,843",32,74.8&percnt,10.0&percnt,0.7&percnt,5.5&percnt,0.3&percnt,4.4&percnt,4.3&percnt,78&percnt,5&percnt,11&percnt,6&percnt,20&percnt,2&percnt,42&percnt,4&percnt,7&percnt,0&percnt,25&percnt,5&percnt,48&percnt,12&percnt,24&percnt,9&percnt,1&percnt,2&percnt,83.3&percnt,10.2&percnt,6.5&percnt
88,80863,"11,754",95,"5,536","$243,900",123.81,0.67,"4,771","$64,675",45,94.6&percnt,0.4&percnt,0.7&percnt,0.8&percnt,0.1&percnt,1.0&percnt,2.5&percnt,54&percnt,15&percnt,18&percnt,14&percnt,15&percnt,1&percnt,12&percnt,2&percnt,59&percnt,0&percnt,11&percnt,5&percnt,44&percnt,10&percnt,21&percnt,16&percnt,2&percnt,1&percnt,72.0&percnt,11.4&percnt,16.6&percnt
89,80640,"11,054",837,"3,567","$218,200",13.21,0.98,"3,389","$73,605",31,75.9&percnt,1.9&percnt,1.0&percnt,2.6&percnt,0.0&percnt,13.9&percnt,4.8&percnt,68&percnt,9&percnt,18&percnt,5&percnt,16&percnt,2&percnt,40&percnt,5&percnt,2&percnt,0&percnt,35&percnt,17.3&percnt,50.9&percnt,12.4&percnt,16.1&percnt,3.0&percnt,0.3&percnt,0.0&percnt,86.6&percnt,5.0&percnt,8.4&percnt
90,80513,"10,296",157,"4,133","$285,400",65.74,3.55,"3,951","$79,889",45,94.4&percnt,0.2&percnt,0.7&percnt,0.7&percnt,0.1&percnt,2.2&percnt,1.6&percnt,62&percnt,18&percnt,15&percnt,4&percnt,15.4&percnt,0.5&percnt,33.0&percnt,4.9&percnt,17.6&percnt,0.0&percnt,28.6&percnt,6&percnt,47&percnt,9&percnt,22&percnt,13&percnt,1&percnt,1&percnt,81&percnt,12&percnt,7&percnt
91,80621,"12,079",95,"4,359","$164,600",127.39,0.82,"4,070","$51,767",35,75.9&percnt,0.7&percnt,1.4&percnt,1.0&percnt,0.0&percnt,18.0&percnt,3.1&percnt,50&percnt,16&percnt,28&percnt,7&percnt,16.3&percnt,0.7&percnt,21.8&percnt,5.2&percnt,4.5&percnt,3.1&percnt,48.4&percnt,22.0&percnt,59.0&percnt,6.8&percnt,8.7&percnt,2.3&percnt,1.0&percnt,0.3&percnt,86.0&percnt,4.3&percnt,9.6&percnt
92,81625,"12,921",8,"5,609","$177,400","1,537.84",3.01,"5,104","$53,561",35,90.0&percnt,0.3&percnt,0.8&percnt,0.5&percnt,0.1&percnt,6.0&percnt,2.3&percnt,45&percnt,18&percnt,28&percnt,9&percnt,31.7&percnt,2.0&percnt,13.3&percnt,2.8&percnt,32.1&percnt,0.4&percnt,17.8&percnt,10.6&percnt,64.6&percnt,8.7&percnt,11.4&percnt,3.4&percnt,0.4&percnt,0.9&percnt,85.0&percnt,6.9&percnt,8.0&percnt
93,81147,"11,446",8,"8,323","$282,500","1,349.41",6.64,"4,971","$49,176",48,86.3&percnt,0.3&percnt,1.8&percnt,0.8&percnt,0.0&percnt,7.9&percnt,2.9&percnt,30&percnt,15&percnt,15&percnt,40&percnt,15.0&percnt,0.4&percnt,7.2&percnt,0.8&percnt,67.8&percnt,0.0&percnt,8.8&percnt,8&percnt,52&percnt,6&percnt,21&percnt,8&percnt,2&percnt,2&percnt,78.9&percnt,14.6&percnt,6.6&percnt
94,80925,"5,906",251,"1,970","$220,400",23.52,0.02,"1,886","$69,261",30,73.3&percnt,12.8&percnt,0.7&percnt,2.8&percnt,0.4&percnt,3.7&percnt,6.3&percnt,80&percnt,5&percnt,11&percnt,4&percnt,4&percnt,1&percnt,43&percnt,27&percnt,2&percnt,0&percnt,23&percnt,5.2&percnt,58.1&percnt,15.4&percnt,15.6&percnt,4.9&percnt,0.0&percnt,0.8&percnt,87.3&percnt,2.4&percnt,10.3&percnt
95,81506,"10,961",852,"5,442","$288,900",12.86,0.00,"5,028","$60,913",52,94.2&percnt,0.5&percnt,0.5&percnt,0.9&percnt,0.1&percnt,2.1&percnt,1.8&percnt,43&percnt,23&percnt,26&percnt,8&percnt,43&percnt,3&percnt,21&percnt,3&percnt,15&percnt,0&percnt,15&percnt,4&percnt,44&percnt,10&percnt,25&percnt,12&percnt,3&percnt,3&percnt,84.0&percnt,12.1&percnt,3.8&percnt
96,80549,"8,642",42,"3,201","$213,500",204.19,3.70,"3,043","$72,481",33,91.2&percnt,0.7&percnt,1.2&percnt,0.7&percnt,0.1&percnt,3.6&percnt,2.5&percnt,68&percnt,9&percnt,17&percnt,5&percnt,23&percnt,3&percnt,36&percnt,6&percnt,6&percnt,2&percnt,24&percnt,4.7&percnt,50.5&percnt,15.6&percnt,21.5&percnt,6.2&percnt,0.4&percnt,1.2&percnt,77.2&percnt,9.8&percnt,13.1&percnt
97,81006,"11,513",203,"4,789","$178,600",56.64,0.94,"4,441","$54,292",44,83.5&percnt,0.6&percnt,1.8&percnt,0.4&percnt,0.1&percnt,10.6&percnt,3.0&percnt,46&percnt,29&percnt,18&percnt,7&percnt,16.7&percnt,0.6&percnt,18.4&percnt,5.5&percnt,4.6&percnt,2.6&percnt,51.7&percnt,10.2&percnt,58.7&percnt,9.7&percnt,14.4&percnt,6.0&percnt,0.8&percnt,0.1&percnt,85.7&percnt,5.1&percnt,9.2&percnt
98,81008,"9,641",72,"4,529","$150,200",134.13,0.21,"4,159","$50,518",38,80.4&percnt,2.4&percnt,1.6&percnt,2.1&percnt,0.2&percnt,10.0&percnt,3.2&percnt,44&percnt,18&percnt,30&percnt,8&percnt,33&percnt,3&percnt,20&percnt,2&percnt,11&percnt,1&percnt,31&percnt,10&percnt,49&percnt,11&percnt,21&percnt,7&percnt,1&percnt,1&percnt,87&percnt,7&percnt,6&percnt
99,81611,"9,921",23,"8,103","$507,600",428.41,0.40,"4,928","$73,426",42,93.8&percnt,0.7&percnt,0.2&percnt,1.6&percnt,0.1&percnt,2.2&percnt,1.5&percnt,24&percnt,11&percnt,26&percnt,39&percnt,10.9&percnt,0.5&percnt,4.3&percnt,0.3&percnt,79.2&percnt,0.3&percnt,4.5&percnt,2&percnt,27&percnt,7&percnt,44&percnt,14&percnt,4&percnt,2&percnt,77.0&percnt,19.0&percnt,4.0&percnt
100,80125,"10,190",242,"3,768","$331,700",42.13,1.47,"3,567","$105,806",37,93.4&percnt,0.5&percnt,0.6&percnt,1.6&percnt,0.0&percnt,1.3&percnt,2.5&percnt,79&percnt,9&percnt,7&percnt,5&percnt,2&percnt,1&percnt,38&percnt,5&percnt,15&percnt,0&percnt,38&percnt,2.3&percnt,33.0&percnt,7.7&percnt,36.7&percnt,15.7&percnt,3.8&percnt,0.7&percnt,68.0&percnt,17.6&percnt,14.5&percnt
101,80517,"9,313",31,"7,294","$342,700",295.94,1.41,"4,395","$58,212",53,92.9&percnt,0.3&percnt,0.5&percnt,0.8&percnt,0.0&percnt,3.9&percnt,1.5&percnt,27&percnt,15&percnt,18&percnt,40&percnt,9.4&percnt,0.8&percnt,5.2&percnt,0.6&percnt,80.2&percnt,0.4&percnt,3.4&percnt,1&percnt,42&percnt,9&percnt,28&percnt,15&percnt,2&percnt,3&percnt,86.7&percnt,5.2&percnt,8.1&percnt
102,80424,"9,627",76,"11,169","$464,100",125.92,0.39,"4,064","$63,895",35,94.7&percnt,0.5&percnt,0.2&percnt,0.9&percnt,0.0&percnt,2.6&percnt,1.2&percnt,18&percnt,5&percnt,14&percnt,64&percnt,3.7&percnt,2.2&percnt,2.8&percnt,0.2&percnt,86.9&percnt,0.0&percnt,4.2&percnt,2&percnt,38&percnt,8&percnt,39&percnt,8&percnt,2&percnt,4&percnt,82&percnt,6&percnt,12&percnt
103,81230,"9,075",5,"5,030","$277,400","1,785.62",15.28,"3,974","$45,169",34,89.8&percnt,0.4&percnt,1.9&percnt,0.6&percnt,0.0&percnt,5.2&percnt,2.1&percnt,31&percnt,13&percnt,35&percnt,21&percnt,17.0&percnt,1.0&percnt,7.0&percnt,0.8&percnt,61.6&percnt,0.1&percnt,12.5&percnt,10&percnt,38&percnt,6&percnt,32&percnt,9&percnt,1&percnt,3&percnt,76&percnt,7&percnt,17&percnt
104,80421,"8,042",58,"4,375","$237,500",137.85,0.22,"3,355","$66,319",45,94.6&percnt,0.5&percnt,1.0&percnt,0.7&percnt,0.0&percnt,0.7&percnt,2.5&percnt,56&percnt,10&percnt,10&percnt,23&percnt,2.6&percnt,0.7&percnt,10.0&percnt,2.0&percnt,70.0&percnt,0.0&percnt,14.7&percnt,5.4&percnt,56.3&percnt,11.4&percnt,21.0&percnt,4.3&percnt,0.5&percnt,1.0&percnt,79.6&percnt,8.7&percnt,11.6&percnt
105,80230,"7,559","3,037","3,825","$459,600",2.49,0.00,"3,572","$71,506",34,78.5&percnt,10.9&percnt,0.7&percnt,3.5&percnt,0.1&percnt,2.9&percnt,3.5&percnt,39&percnt,5&percnt,50&percnt,7&percnt,51&percnt,2&percnt,30&percnt,2&percnt,9&percnt,0&percnt,7&percnt,3&percnt,23&percnt,5&percnt,36&percnt,15&percnt,14&percnt,5&percnt,54.6&percnt,43.3&percnt,2.1&percnt
106,81201,"8,645",19,"4,742","$260,000",445.78,0.21,"4,003","$42,485",48,94.2&percnt,0.2&percnt,0.9&percnt,0.6&percnt,0.0&percnt,2.5&percnt,1.6&percnt,34&percnt,24&percnt,27&percnt,16&percnt,9&percnt,1&percnt,12&percnt,3&percnt,53&percnt,0&percnt,21&percnt,7.8&percnt,51.2&percnt,6.9&percnt,24.0&percnt,7.6&percnt,1.9&percnt,0.6&percnt,92&percnt,6&percnt,2&percnt
107,81050,"9,894",18,"4,680","$91,800",537.18,5.54,"4,020","$37,543",39,77.6&percnt,1.1&percnt,2.0&percnt,0.6&percnt,0.1&percnt,14.3&percnt,4.3&percnt,33&percnt,22&percnt,31&percnt,14&percnt,33&percnt,1&percnt,10&percnt,2&percnt,5&percnt,1&percnt,48&percnt,15.1&percnt,58.3&percnt,11.5&percnt,11.0&percnt,3.2&percnt,0.8&percnt,0.2&percnt,88.5&percnt,3.1&percnt,8.4&percnt
108,81226,"9,066",110,"2,693","$125,600",82.11,0.42,"2,414","$40,243",40,83.0&percnt,10.1&percnt,2.8&percnt,0.9&percnt,0.0&percnt,1.5&percnt,1.7&percnt,45&percnt,21&percnt,24&percnt,10&percnt,25&percnt,1&percnt,23&percnt,7&percnt,11&percnt,0&percnt,33&percnt,13.6&percnt,71.2&percnt,5.8&percnt,6.0&percnt,2.4&percnt,0.5&percnt,0.4&percnt,69.4&percnt,12.5&percnt,18.1&percnt
109,81052,"9,534",14,"4,448","$91,000",663.72,3.09,"3,791","$33,873",36,81.1&percnt,0.6&percnt,1.0&percnt,0.3&percnt,0.0&percnt,14.3&percnt,2.7&percnt,33&percnt,22&percnt,30&percnt,15&percnt,37.9&percnt,1.2&percnt,13.1&percnt,6.7&percnt,5.2&percnt,0.5&percnt,35.5&percnt,19.2&percnt,54.1&percnt,12.8&percnt,8.5&percnt,3.6&percnt,1.1&percnt,0.7&percnt,90&percnt,1&percnt,8&percnt
110,81631,"8,215",34,"3,234","$460,200",244.91,0.59,"2,834","$82,566",36,88.7&percnt,0.4&percnt,0.8&percnt,0.8&percnt,0.0&percnt,6.7&percnt,2.6&percnt,54&percnt,7&percnt,26&percnt,12&percnt,15.8&percnt,0.5&percnt,20.8&percnt,0.3&percnt,45.8&percnt,1.3&percnt,15.8&percnt,6.6&percnt,33.6&percnt,12.6&percnt,39.2&percnt,5.8&percnt,0.8&percnt,1.4&percnt,74&percnt,21&percnt,6&percnt
